id_oblig,id_cli,cod_prod,vr_aprobado,vr_desembolsado,sdo_capital,vr_cuota,fec_desembolso,fec_venc,dias_mora_act,num_cuotas_pend,calif_riesgo
83,3893,,43982667,39901842.03434746,16712538.370787421,196945,2024-11-10,2024-10-27,120,35,A
84,2365,P020,21415113,46441172.773647115,41917376.31535462,175625,2024-03-17,2024-09-13,120,16,A
85,4562,P047,19166494,12010219.273099195,26661062.295675386,252706,2024-03-08,2024-06-07,120,27,E
86,9752,P016,8056048,8494008.606963709,15381759.843021296,594046,2024-03-28,2024-12-26,60,39,B
87,2701,,46057933,33376410.15745434,45256466.02044012,240524,2024-06-07,2024-12-27,120,39,B
88,8541,P047,26334328,30425826.223981287,4737297.517647678,412155,2024-09-26,2024-01-28,60,46,B
89,3523,P042,14964602,46776616.03442315,15094209.767218282,51462,2024-09-05,2024-09-14,60,18,D
90,700,,13768723,33228964.403066564,4225740.701828718,667140,2024-02-15,2024-02-08,30,41,D
91,8488,P011,24281133,21880651.656087533,22389000.13569768,902201,2024-02-23,2024-03-23,0,33,C
92,5986,P042,38497587,12431314.35625429,30012562.54222361,289291,2024-04-23,2024-03-12,120,10,B
93,5030,P042,26035074,48663496.20046358,6673844.6486539105,684882,2024-04-03,2024-05-11,30,32,A
94,7597,P021,12291301,36692965.124518394,5891713.521215167,430064,2024-09-16,2024-01-06,60,1,B
95,9618,P025,31612852,28838472.63764999,32434949.0609457,363728,2024-04-25,2024-03-26,120,2,C
96,3566,P021,23381995,24484344.196701076,7021746.55003791,952804,2024-02-08,2024-12-27,0,1,D
97,7777,P042,23345272,3956666.9002538086,45353708.990790196,125339,2024-01-13,2024-01-17,120,9,A
98,6161,P047,49812614,7318824.144126227,37055510.828244366,306928,2024-12-17,2024-11-22,30,15,C
99,6399,P016,18737738,23316500.386358313,8242816.6711691385,170461,2024-12-10,2024-10-08,30,46,D
100,4545,P011,43494169,41374565.52772833,37378854.919740126,844811,2024-01-22,2024-11-28,10,12,B
101,2895,P024,28977474,3214794.322205561,39008801.27529502,313447,2024-03-02,2024-04-08,120,9,
102,974,P049,33228105,34142404.421283565,13383774.812188093,368793,2024-11-10,2024-05-27,30,37,A
103,574,P020,22701152,46187712.986619726,21813622.26188771,941202,2024-06-11,2024-09-27,10,17,C
104,7475,P020,7245807,39864131.457940795,5558475.1101014875,620852,2024-01-19,2024-08-18,30,8,A
105,8860,P020,6278093,29779083.48278897,14151853.303169532,173524,2024-05-11,2024-10-09,60,17,A
106,6870,P049,12546657,29043923.91924424,22438330.401555352,584677,2024-05-04,2024-03-05,10,39,C
107,7734,P011,17113734,1765723.1932488824,11796704.932596618,319524,2024-09-25,2024-11-09,10,13,B
108,7083,P049,23550734,45471677.57989666,28273657.09758801,896904,2024-05-19,2024-11-04,120,39,E
109,4734,P021,47745672,45628864.815420546,5005695.3102751635,147372,2024-10-08,2024-07-16,60,31,D
110,8504,P020,3015916,22781735.34451231,42083351.40185459,966085,2024-03-14,2024-09-23,10,8,D
111,8596,P002,10913477,37002274.99454953,43114567.76659643,329313,2024-03-31,2024-12-21,60,4,A
112,7645,P021,48792086,29149137.922877878,28585381.60110822,85325,2024-03-15,2024-05-03,10,43,B
113,4283,P047,18052620,42607330.498113126,20683796.38109975,948287,2024-10-02,2024-05-22,0,3,A
114,5965,P021,28947575,4913947.925849112,23927952.12586358,791328,2024-08-16,2024-03-17,10,26,E
115,2172,P033,44009057,2149258.550271081,4307054.737613184,349971,2024-04-27,2024-01-16,10,37,D
116,6579,P020,30955831,33714584.26906309,31918686.049249064,428690,2024-10-26,2024-08-15,30,14,B
117,4313,P016,34570671,1518605.5639296444,11544694.016175086,540993,2024-04-08,2024-05-29,0,36,
118,4535,P021,28387648,13318795.935355086,13004919.015031885,742230,2024-10-14,2024-12-30,10,24,D
119,4017,P024,38202250,25374297.46319508,42662206.199290484,770977,2024-04-02,2024-01-17,120,36,A
120,5808,P016,10432814,23294147.11280738,10882685.714740576,820762,2024-12-29,2024-07-08,60,16,A
121,2092,P002,2060591,7962456.982989486,37158370.572755575,121226,2024-01-01,2024-12-03,60,24,D
122,4984,P011,42976220,47397936.07164544,23404711.823589724,280667,2024-08-21,2024-12-27,60,40,B
123,5802,P002,16415424,42839556.200280935,6100943.240878338,880731,2024-11-27,2024-07-25,10,22,B
124,8319,P020,23674719,17396015.71926534,36409003.18320696,654351,2024-08-19,2024-11-10,60,1,B
125,1808,P021,15203480,33318863.878569227,29270066.27359133,561886,2024-01-13,2024-08-18,10,29,D
126,3231,P002,43337146,1467823.9106055642,9167535.119485918,250556,2024-01-12,2024-05-10,10,39,
127,521,P002,3855450,24966373.374903396,32212504.311878122,965916,2024-07-09,2024-03-18,30,36,
128,1992,P024,27239123,47022848.21775036,6264760.1193141285,226828,2024-03-23,2024-02-12,0,43,C
129,8429,P033,14301060,26228931.30176408,26639446.849644426,813657,2024-03-18,2024-03-19,60,23,B
130,7954,P021,38822732,1382235.8439341707,41069111.408066764,75611,2024-08-18,2024-02-23,30,32,C
131,5418,P016,45844648,36331851.971097015,1501848.487123234,220322,2024-07-29,2024-04-12,0,32,B
132,7292,P020,35247957,4141037.791532459,21397987.135965466,373815,2024-09-30,2024-11-10,120,28,B
133,6040,P002,40772930,34250716.61809847,29782818.664548017,702607,2024-01-09,2024-03-28,30,47,B
134,8415,P020,36191184,27827185.01515141,47698966.3347426,722117,2024-09-10,2024-12-05,30,11,A
135,9879,P033,6656412,19997839.838355772,42268961.03749361,114772,2024-09-25,2024-08-24,120,44,D
136,2761,P047,9641588,5657235.756169952,24021827.81199117,257946,2024-07-08,2024-06-25,60,12,C
137,7295,P024,31979914,45788498.03559094,48449986.77247191,537628,2024-04-22,2024-04-07,0,21,E
138,5838,P002,1866364,40262461.99288735,37856001.65891679,179671,2024-01-20,2024-02-07,10,45,D
139,8697,P042,48179135,35263781.05444083,30283815.609723147,349038,2024-09-20,2024-08-25,10,21,E
140,7459,P042,37690834,27143016.6548205,40865140.68090449,483558,2024-04-10,2024-07-15,120,37,E
141,4106,P002,3408752,14947801.543209966,46086730.99399606,369096,2024-04-09,2024-11-02,30,33,C
142,884,P033,16661253,2069685.3635778804,15919675.99157435,212617,2024-12-12,2024-07-27,60,43,
143,1082,P047,44933181,39946191.853686266,16880596.7265248,590726,2024-01-11,2024-03-24,120,39,E
144,6679,P020,12225034,8002210.1566278245,46272904.942440756,230220,2024-09-29,2024-02-17,30,46,E
145,6570,P033,9989461,29507275.59412528,28847325.260066602,334811,2024-10-07,2024-09-16,120,44,C
146,3024,P024,47547608,9221688.957716279,3007038.843159311,340121,2024-01-10,2024-09-16,0,23,A
147,1554,P025,36950424,34625124.008106515,9618231.896024652,528740,2024-08-10,2024-11-07,30,47,A
148,3419,P011,5754402,10255240.891046992,15472606.785422938,942163,2024-02-26,2024-08-20,30,17,E
149,216,P020,24409545,48518017.2219864,46304678.9491735,625374,2024-09-30,2024-05-31,10,4,E
150,8602,P011,41666687,38584507.99556678,3099487.753214596,112665,2024-08-05,2024-09-13,30,44,E
151,6174,P020,37172871,9654071.802451717,32465825.560943756,887102,2024-11-10,2024-11-19,60,7,B
152,1489,P011,25106147,45719205.540279694,31868666.844307013,553820,2024-10-20,2024-07-16,10,30,D
153,3103,,2869164,6210016.31818856,41220191.97316096,523845,2024-05-23,2024-07-05,0,29,E
154,3196,P047,49043342,30384601.56499067,37665381.81747012,721636,2024-08-11,2024-03-14,10,33,A
155,543,P011,44591668,41906664.72761189,31161257.9244155,347274,2024-03-16,2024-10-15,60,38,D
156,2277,P047,7954253,35537387.86104482,22054550.684720896,205670,2024-08-11,2024-07-12,30,40,A
157,3044,P033,46002574,21863867.86237012,24533727.211503044,86073,2024-01-24,2024-06-21,30,10,D
158,1836,P042,29465593,33435145.661795586,47414049.64667356,443710,2024-01-08,2024-04-06,120,6,A
159,7479,P016,14497583,29935871.812222637,29986460.60360512,814302,2024-06-09,2024-09-27,60,28,B
160,2772,P025,16136412,45516448.31488435,25117255.275026876,143718,2024-12-26,2024-09-13,120,21,C
161,3268,P020,4207658,14807610.717901263,10509980.716655273,890383,2024-11-21,2024-12-02,10,32,A
162,8560,P049,3660249,30975210.768442262,21423777.461875763,223364,2024-06-25,2024-09-15,30,9,
163,2130,P016,29234103,4834414.2680836115,49167791.308879435,993930,2024-01-06,2024-04-27,0,11,A
164,7574,P002,36977881,20778731.11753881,28303189.42420995,925448,2024-10-17,2024-04-27,120,27,E
165,6361,P033,4228884,24154468.57901665,48115276.295147926,939334,2024-09-14,2024-06-13,60,30,B
166,7901,P011,39514895,19152175.506622914,39501877.86561006,692247,2024-08-14,2024-04-03,10,7,C
167,8927,,49773665,8294613.625438962,24588572.20838566,965408,2024-11-15,2024-01-09,120,6,A
168,5951,P033,32341267,16300159.712253591,1625201.108760061,763916,2024-05-25,2024-11-21,120,22,C
169,8137,P024,9210002,31743330.772444945,48321082.49309308,700293,2024-11-16,2024-01-09,60,47,C
170,4994,P025,42135367,37445993.92482324,47810906.35135859,309505,2024-06-14,2024-03-01,60,28,D
171,5003,P011,29182487,33898880.40041907,9155201.554274637,338983,2024-09-03,2024-09-09,10,2,B
172,727,P033,22241976,13161263.105096871,43012098.20008626,976034,2024-03-14,2024-04-11,0,15,B
173,7524,P025,48150514,23206420.462153602,33650410.3439412,587805,2024-03-07,2024-09-06,0,31,B
174,2617,P033,27582810,33649432.57714216,15444256.260233352,908737,2024-08-07,2024-12-12,30,34,D
175,6602,,32471006,27578215.102333087,5831680.732571414,560300,2024-10-15,2024-02-29,120,25,B
176,2460,P024,8675929,45093867.7597304,14663392.940618638,286062,2024-01-18,2024-12-22,10,40,D
177,2475,P033,40236855,2820990.2719480568,7904807.490883511,53313,2024-02-28,2024-05-16,120,6,E
178,8669,P047,15550358,39015084.22139379,19276559.334020462,920753,2024-08-26,2024-01-22,10,39,E
179,6489,P002,33117303,7482994.901808573,27146508.029700488,291059,2024-05-20,2024-08-30,60,19,
180,6854,P020,33472043,17812079.74084168,31755346.378502984,460376,2024-02-29,2024-09-30,0,4,B
181,945,P002,25857664,2079802.9092495646,44826188.047228515,519476,2024-02-07,2024-09-11,120,29,E
182,6088,P049,24459782,37989850.33854376,1815752.0366581196,514017,2024-09-01,2024-05-12,60,1,A
183,4078,P016,5541633,27826315.130834542,1623951.2429326628,371818,2024-08-24,2024-10-23,10,46,B
184,9766,P049,30917515,9945440.818392992,21999420.8529507,391081,2024-04-03,2024-06-25,10,17,D
185,7939,P021,21462266,23712602.418358892,16156757.302314151,83634,2024-03-31,2024-12-17,30,28,A
186,5959,P011,19308064,49659263.9150274,6099640.510736432,248191,2024-04-12,2024-01-18,120,15,C
187,2883,P021,32791874,29168514.441504076,10388372.952314397,676596,2024-10-06,2024-06-17,120,23,D
188,6413,P047,35116030,32188189.877593353,42758746.050793655,714170,2024-04-21,2024-02-16,10,1,A
189,7943,P033,26900924,25298650.917005327,38881003.938194826,900789,2024-09-15,2024-09-09,10,31,B
190,4538,P047,27022756,2575773.230749336,6663572.621981231,341497,2024-01-15,2024-03-02,60,2,D
191,5026,P033,6711900,19809869.556495663,14136547.296542428,977014,2024-01-28,2024-04-11,60,21,D
192,8191,P011,46307793,5205004.654165302,47302808.76523701,893795,2024-12-26,2024-03-28,60,39,D
193,9654,P016,33370458,33584878.95789644,3654745.9051729892,84689,2024-10-03,2024-07-18,120,27,D
194,6708,P047,14309914,47983060.71725308,26991297.317725733,432396,2024-08-12,2024-07-19,30,45,D
195,5699,P049,23534117,34158100.92981901,21919243.73130569,393408,2024-10-14,2024-01-02,10,30,A
196,4424,P024,8924042,44847142.14689943,33790840.52507445,699728,2024-03-29,2024-09-05,30,9,A
197,1902,P049,18980075,9148939.715699684,3718155.829006072,620432,2024-11-20,2024-01-18,120,39,D
198,7740,P024,34123728,21834664.084143586,46173540.776888326,684098,2024-02-03,2024-03-11,120,31,B
199,3329,P021,13491080,25881102.28223936,37427847.85717613,345548,2024-09-15,2024-07-03,120,13,B
200,3673,P020,36396457,20359286.219844878,30667303.97903711,81609,2024-10-24,2024-08-24,30,2,B
201,7394,P049,15448771,15043547.96945627,24982366.8951876,341550,2024-07-21,2024-05-27,30,29,B
202,5385,P024,8219828,19682883.957152992,30085866.589322515,506709,2024-08-01,2024-12-30,0,12,D
203,5549,P016,12014854,7594778.1425572345,22206688.144029792,191275,2024-10-05,2024-03-02,60,16,C
204,405,P016,34121319,35285833.77161744,32797368.630206592,706961,2024-10-03,2024-07-22,30,8,B
205,7163,P021,21604066,1607479.921659754,44875440.356349364,995177,2024-08-18,2024-12-26,120,12,D
206,8606,P024,37307379,36461688.82530768,49272685.327540316,846540,2024-02-17,2024-06-02,120,16,C
207,2395,P021,23769821,20724616.82095209,20308064.13240036,908120,2024-03-10,2024-12-30,0,40,A
208,4244,P033,34943698,13166439.869495338,3023263.358913311,972703,2024-01-09,2024-04-29,30,30,A
209,4578,P021,8903147,14587841.844861334,29881557.495199345,518980,2024-09-29,2024-04-17,30,23,B
210,6991,P021,13821975,37790777.97863052,1132642.9728447981,515893,2024-01-31,2024-05-02,120,34,A
211,3180,P049,43118056,19214978.535224073,36768827.880458266,163305,2024-10-15,2024-05-06,120,24,A
212,1076,P025,26242939,5679737.295988972,29563663.82063604,741018,2024-03-24,2024-06-25,10,16,A
213,5120,P002,20467146,14258963.882157376,1615313.2812107103,799153,2024-06-07,2024-06-05,0,38,D
214,3908,P020,18863377,49744545.118905835,30302584.448048294,786953,2024-07-01,2024-04-02,0,13,
215,7352,P020,3353935,8220913.859815408,3101261.4683261164,157689,2024-02-27,2024-12-29,0,8,
216,9872,P020,35264356,23050414.825640094,7798605.851028747,726331,2024-08-02,2024-06-27,120,30,B
217,711,P033,17107146,18415005.4964838,49180824.98017498,221300,2024-05-12,2024-10-25,0,34,D
218,1753,P021,32411552,11454907.10278851,17637802.65787773,792405,2024-10-25,2024-08-05,120,26,D
219,7646,P033,35629242,48946495.87340523,44061922.610132374,573277,2024-08-14,2024-02-07,120,13,D
220,796,P033,1333712,40183600.58334601,32984428.68724935,327629,2024-06-26,2024-07-23,60,45,B
221,9362,P011,40838972,43711476.11652642,43356993.75794628,166800,2024-11-05,2024-11-12,30,17,A
222,4934,,5859336,35018517.919612,37791730.391894236,82792,2024-07-24,2024-11-19,60,27,D
223,9297,P033,16142477,23597976.19827053,25964025.56433061,673516,2024-11-22,2024-07-05,60,44,B
224,4214,P033,36034924,12844723.824732749,19521833.21006547,151024,2024-05-05,2024-07-25,60,33,E
225,2956,P024,5431547,32986273.59434607,12928911.488880955,786702,2024-01-19,2024-05-16,120,41,A
226,1351,P020,28202396,4827495.538641553,17170198.914905965,571796,2024-10-28,2024-02-27,10,31,A
227,335,P020,41675407,42294663.48503208,39235358.429354675,925852,2024-12-21,2024-07-06,10,29,E
228,7887,P025,38302848,39601440.51492477,10265607.615139198,295171,2024-03-24,2024-12-29,30,9,B
229,3251,P021,20940735,45378876.016587116,44947784.84593342,941571,2024-10-02,2024-07-29,120,15,D
230,2762,P047,10230048,17058834.72872719,13540787.31434509,619797,2024-07-08,2024-01-28,0,3,D
231,6609,P049,33570779,4102004.2881741486,8208295.914636013,341393,2024-07-06,2024-03-11,60,6,E
232,2565,P049,40112469,13013886.089375207,9092350.28423718,966344,2024-02-16,2024-09-23,30,2,B
233,7841,P025,25864640,49257696.424899906,35417034.24943965,996936,2024-10-15,2024-03-31,120,14,C
234,5004,P033,35530948,34598933.921340644,42059526.78401609,212750,2024-07-31,2024-07-29,60,7,A
235,2364,P020,33200045,3384712.6741360277,8232522.06440965,871704,2024-03-17,2024-12-10,10,44,C
236,3584,P020,12335553,21991150.928722974,3074541.9137612926,369017,2024-06-01,2024-02-07,60,19,A
237,3851,P049,27981825,20520106.386429604,32305463.150576442,820100,2024-02-27,2024-02-13,60,22,C
238,4010,P024,31056547,29744429.72362408,12178567.317284625,682203,2024-12-13,2024-09-20,10,7,A
239,7187,P024,28550483,49342261.56364843,21618889.31840419,405608,2024-09-22,2024-06-04,0,5,
240,4489,P049,9225238,44497193.20967202,28590007.950628694,379091,2024-02-21,2024-10-10,10,26,B
241,5403,P047,8503612,42926470.72135438,46109595.27121445,270763,2024-06-23,2024-02-13,0,38,A
242,9757,P024,42635461,23937928.503884044,24255610.03557666,145098,2024-07-30,2024-01-09,120,10,E
243,9179,P025,4492490,16169652.081401868,17834771.600976337,826590,2024-04-09,2024-05-23,0,21,A
244,5644,P042,18151993,31697039.33413951,28173931.415722985,707786,2024-12-02,2024-01-01,30,42,A
245,8922,P021,1174773,33378024.446303796,19475331.734908856,650010,2024-01-07,2024-01-17,30,26,B
246,3222,P002,37818942,43149285.10296033,7525621.582639172,520989,2024-07-20,2024-05-23,0,24,B
247,517,P002,31974131,47392247.25857298,12030007.685178187,590348,2024-09-09,2024-01-27,60,20,B
248,7756,P047,45550403,25428821.50948052,35511063.59582862,910585,2024-08-07,2024-02-04,30,5,E
249,3725,P016,25271988,48545157.86226454,40773108.129737176,601529,2024-03-26,2024-09-17,60,9,D
250,2591,P025,15639880,49357361.4502752,14084531.89999846,734586,2024-03-19,2024-10-20,60,12,D
251,996,P047,41600077,16805052.084816173,14192536.64352694,841232,2024-06-03,2024-02-19,30,44,C
252,9310,P021,25316926,13784768.540210918,42672659.12793455,655787,2024-06-09,2024-05-12,30,3,D
253,2804,P016,20386191,15155690.683862109,10452650.266285352,968575,2024-08-12,2024-10-11,30,31,C
254,713,P002,37078176,33714485.33113149,2157039.1692130757,538809,2024-05-05,2024-04-17,60,16,A
255,6510,P042,45275877,32887207.579260495,27791574.633973587,553182,2024-04-02,2024-03-15,10,35,E
256,2573,P016,18642876,32884102.2250651,32544747.39122017,443294,2024-01-19,2024-04-24,60,34,D
257,7773,P020,16849306,39665145.83609675,8652040.083370624,837011,2024-08-17,2024-06-17,60,7,D
258,5399,P021,30017177,34142626.73196445,43859318.94397542,90579,2024-08-19,2024-01-07,10,30,A
259,2732,P011,22814622,48562123.9408451,39932940.41118742,169126,2024-11-16,2024-01-28,60,17,A
260,8539,P020,36907228,49520808.29241857,37051684.366892554,825693,2024-05-30,2024-05-31,60,33,B
261,5943,P033,6829327,40227062.07674877,28952359.712639485,187502,2024-02-23,2024-08-22,60,7,C
262,4733,P024,35993713,18724525.940441236,28891048.105198555,239087,2024-07-07,2024-03-16,120,17,
263,9515,P002,31452744,43395369.58520393,17836050.664565537,568120,2024-01-27,2024-12-18,120,27,C
264,9477,P011,47744312,31950540.01129039,32288192.233426224,189400,2024-06-25,2024-07-26,120,9,E
265,9279,,42087125,44386818.13663743,30059448.963865206,406798,2024-12-08,2024-05-12,120,46,A
266,4914,P033,2692551,33293162.89008716,18044467.27355817,669914,2024-07-25,2024-11-18,60,4,C
267,772,P002,33004471,21405011.028592747,15125795.217856271,844102,2024-12-11,2024-07-06,120,14,B
268,4804,P049,2582345,24888004.593654882,38202143.57493025,559204,2024-05-17,2024-12-03,60,13,C
269,2905,P021,17306792,35329596.978101976,26264669.009775024,605490,2024-05-17,2024-02-21,10,45,A
270,9900,P033,48956258,21831695.310374722,12631178.99258363,745978,2024-01-31,2024-04-12,60,30,C
271,3243,P002,15307580,38265757.80564071,14778284.366771864,505318,2024-02-25,2024-10-13,60,21,E
